Koordinatat e Kati -2B të projektuar,,,,,,
Nr,Y,X,H,Kodi,Përshkrimi,Burimi
1,7511879.751,4693292.527,0.000,Kati -2B,Shtëpi-Ndërtesë,PP
2,7511839.929,4693311.570,0.000,Kati -2B,Shtëpi-Ndërtesë,PP
3,7511815.983,4693270.516,0.000,Kati -2B,Shtëpi-Ndërtesë,PP
4,7511856.939,4693245.655,0.000,Kati -2B,Shtëpi-Ndërtesë,PP
