390,4693307.379,7511837.22,639.78,kati3
391,4693308.149,7511839.5,639.751,kati3
392,4693303.867,7511851.539,639.764,kati3
393,4693299.517,7511857.145,639.759,kati3
394,4693299.42,7511857.298,639.769,kati3
395,4693298.302,7511863.184,639.742,kati3
396,4693294.963,7511864.339,639.764,kati3
397,4693276.337,7511855.455,639.729,kati3
398,4693289.295,7511828.369,639.732,kati3
399,4693296.417,7511830.874,639.779,kati3
400,4693252.341,7511851.025,639.939,kati3
401,4693274.554,7511861.652,639.9,kati3
402,4693278.571,7511856.584,639.673,kati3
403,4693276.312,7511855.452,639.668,kati3
404,4693256.545,7511842.234,639.778,kati3
405,4693257.799,7511842.865,639.699,kati3
406,4693263.045,7511831.783,639.953,kati3
407,4693264.259,7511832.35,639.762,kati3
408,4693269.868,7511820.631,639.944,kati3
409,4693272.867,7511819.501,639.929,kati3
410,4693285.171,7511824.529,639.95,kati3
411,4693289.212,7511828.337,639.695,kati3
